"axis","gene_set","rank","es"
"triplet_pairs","expressed_TRUE",5720,0.126270402560445
"triplet_pairs","expressed_TRUE",5733,0.126755250209548
"triplet_pairs","expressed_TRUE",5746,0.126715624587296
"triplet_pairs","expressed_TRUE",5759,0.126938235600721
"triplet_pairs","expressed_TRUE",5772,0.127029728296308
"triplet_pairs","expressed_TRUE",5785,0.127252339309734
"triplet_pairs","expressed_TRUE",5798,0.127081595369643
"triplet_pairs","expressed_TRUE",5811,0.12717308806523
"triplet_pairs","expressed_TRUE",5825,0.127241360587129
"triplet_pairs","expressed_TRUE",5838,0.127463971600555
"triplet_pairs","expressed_TRUE",5851,0.127948819249658
"triplet_pairs","expressed_TRUE",5864,0.128171430263084
"triplet_pairs","expressed_TRUE",5877,0.128394041276509
"triplet_pairs","expressed_TRUE",5890,0.128616652289935
"triplet_pairs","expressed_TRUE",5903,0.128708144985522
"triplet_pairs","expressed_TRUE",5916,0.129061874316786
"triplet_pairs","expressed_TRUE",5929,0.129415603648051
"triplet_pairs","expressed_TRUE",5942,0.129638214661476
"triplet_pairs","expressed_TRUE",5955,0.129467470721385
"triplet_pairs","expressed_TRUE",5968,0.12982120005265
"triplet_pairs","expressed_TRUE",5982,0.130413945845905
"triplet_pairs","expressed_TRUE",5995,0.130636556859331
"triplet_pairs","expressed_TRUE",6008,0.130990286190595
"triplet_pairs","expressed_TRUE",6021,0.131344015521859
"triplet_pairs","expressed_TRUE",6034,0.131304389899607
"triplet_pairs","expressed_TRUE",6047,0.131264764277355
"triplet_pairs","expressed_TRUE",6060,0.131225138655103
"triplet_pairs","expressed_TRUE",6073,0.131447749668529
"triplet_pairs","expressed_TRUE",6086,0.131539242364116
"triplet_pairs","expressed_TRUE",6099,0.131237380106186
"triplet_pairs","expressed_TRUE",6112,0.131722227755289
"triplet_pairs","expressed_TRUE",6125,0.131813720450876
"triplet_pairs","expressed_TRUE",6139,0.131750874654937
"triplet_pairs","expressed_TRUE",6152,0.131842367350524
"triplet_pairs","expressed_TRUE",6165,0.132196096681788
"triplet_pairs","expressed_TRUE",6178,0.132418707695214
