label	motif	max_TF_exp	ATAC_enhancer_var	ATAC_promoter_var	RNA_enhancer_var	RNA_promoter_var	ATAC_enhancer_padj	ATAC_promoter_padj	RNA_enhancer_padj	RNA_promoter_padj	var_ATAC_enhancer	var_RNA_enhancer	var_ATAC_promoter	var_RNA_promoter	ATAC_enhancer_corr	ATAC_promoter_corr	RNA_enhancer_corr	RNA_promoter_corr	varNcorr05_ATAC_enhancer	varNcorr05_ATAC_promoter	varNcorr05_RNA_enhancer	varNcorr05_RNA_promoter	motifID	TF_symbol	motifName	TF_activator	TF_repressor	TF_pioneer	TF_closer	ATAC+	ATAC-	RNA+	RNA-
MA1541.2_NR6A1	MA1541.2_NR6A1	0.83916274531615	1.05928550170163	2.65411435948181	0.612890086399352	0.655198323999769	0.0543340834863415	0	1	1	no	no	yes	no	-0.714755471619097	0.868850715244296	-0.558998996492147	0.844813755146033	no	yes	no	no	MA1541.2	NR6A1	NR6A1	No	No	No	No	Yes	No	No	No
MA1547.2_PITX2	MA1547.2_PITX2	0.228177093508282	2.99603835845834	2.8698031543889	0.781318298583396	1.55302326305358	0	0	1	5.24250518396514e-46	yes	no	yes	yes	0.833269098135216	0.82612486822488	0.139055698831857	0.89195353389908	yes	yes	no	yes	MA1547.2	PITX2	PITX2	No	No	No	No	Yes	No	Yes	No
MA1553.2_RARG	MA1553.2_RARG	0.195636737389835	1.92230782367113	2.3941855596593	0.747815169764848	1.03762236363278	5.08663765350449e-120	4.01451619489575e-255	1	0.499919791285631	no	no	yes	no	-0.494012568400243	0.877991303309147	0.333327740762244	0.85521403449802	no	yes	no	no	MA1553.2	RARG	RARG	Yes	No	No	No	Yes	No	No	No
MA1554.2_RFX7	MA1554.2_RFX7	0.245032120063085	3.68719094966228	2.38283546119287	1.45646066129962	0.917633253537214	0	2.45768731237672e-251	8.79737240810661e-33	1	yes	yes	yes	no	0.681334544870483	0.702449193132798	0.6843548909307	0.883253834227952	yes	yes	yes	no	MA1554.2	RFX7	RFX7	Yes	No	No	No	Yes	No	Yes	No
MA1555.1_RXRB	MA1555.1_RXRB	0.189127997231999	2.3692140530545	2.3016952176891	0.607929563553496	0.638693003403697	3.49354295652511e-247	4.86720507945689e-225	1	1	yes	no	yes	no	0.552231437411914	-0.665435596580982	-0.0654829014666077	-0.541748047198028	yes	yes	no	no	MA1555.1	RXRB	RXRB	No	No	No	No	Yes	Yes	No	No
MA1556.1_RXRG	MA1556.1_RXRG	0.35325164813342	2.52285562605828	2.08007009932627	0.910369692325282	0.595149976245711	3.22365901347458e-300	6.6608964930332e-160	1	1	yes	no	yes	no	0.358364268521729	-0.865089458601344	-0.11751437820413	-0.844918701854309	no	yes	no	no	MA1556.1	RXRG	RXRG	No	No	No	No	No	Yes	No	No
MA1566.3_TBX3	MA1566.3_TBX3	0.113778128536357	1.29523476008321	1.97109343945661	0.654211227525805	0.570823266981739	1.39932040556916e-15	1.26939544137956e-131	1	1	no	no	yes	no	0.332225042557691	-0.559889680549439	-0.0801749569087157	0.277447334799628	no	yes	no	no	MA1566.3	TBX3	TBX3	No	Yes	No	No	No	Yes	No	No
MA1570.1_TFAP4	MA1570.1_TFAP4	0.244723036115158	3.47556173294302	1.2249464658646	1.45266063915918	0.791594123126661	0	7.11712118220209e-10	2.70871617727426e-32	1	yes	yes	no	no	-0.691380858036402	0.491677838749841	-0.597649868912881	0.744429265729879	yes	no	yes	no	MA1570.1	TFAP4	TFAP4	Yes	No	No	No	No	Yes	No	Yes
MA1581.2_ZBTB6	MA1581.2_ZBTB6	0.258285803638631	0.881335812694145	2.14245043735496	0.665885852066705	0.894250260777652	1	3.21497202517381e-177	1	1	no	no	yes	no	-0.58385816853119	-0.549717159010903	0.217410851264958	-0.725893010689606	no	yes	no	no	MA1581.2	ZBTB6	ZBTB6	No	No	No	No	No	Yes	No	No
MA1585.2_ZKSCAN1	MA1585.2_ZKSCAN1	1.15714691838744	1.09471276889468	2.2258781729186	0.702489158221822	0.9085089076924	0.00490135919066622	1.24661976661286e-201	1	1	no	no	yes	no	-0.870554654664985	-0.823975139668149	-0.381965139148503	0.87091232476686	no	yes	no	no	MA1585.2	ZKSCAN1	ZKSCAN1	No	No	No	No	No	Yes	No	No
MA1588.1_ZNF136	MA1588.1_ZNF136	0.212532106670931	0.702953765717405	1.71850626740626	1.27444042515266	1.32390942001558	1	6.36481051847005e-76	3.24844725992142e-13	2.52186813171991e-17	no	yes	no	yes	-0.344166526699627	-0.710861869342613	-0.675964275575323	-0.737182663725477	no	no	yes	yes	MA1588.1	ZNF136	ZNF136	No	Yes	No	No	No	No	No	Yes
MA1594.1_ZNF382	MA1594.1_ZNF382	0.254072675598183	2.13995658743892	1.01924293032028	1.3709905900968	0.750718761024636	8.25125663704637e-177	0.331239263916063	1.54538018254564e-22	1	no	yes	no	no	0.797877063966964	0.682969520944511	0.76186659120798	0.885166295046773	no	no	yes	no	MA1594.1	ZNF382	ZNF382	No	Yes	No	No	No	No	Yes	No
MA1599.2_ZNF682	MA1599.2_ZNF682	0.201380708260827	2.68650470800052	4.18745371942835	1.02762241592216	0.717004785329301	0	0	0.584888420625359	1	yes	no	yes	no	-0.583293411197706	0.61631098904454	-0.401631722096907	-0.680467978983106	yes	yes	no	no	MA1599.2	ZNF682	ZNF682	No	No	No	No	Yes	Yes	No	No
MA1602.2_ZSCAN29	MA1602.2_ZSCAN29	0.171926696850184	0.881782088257919	0.882023186287254	1.17111292888068	0.348408886037253	1	1	5.19694954383603e-06	1	no	yes	no	no	0.665045246333456	-0.0448644179443717	0.669578264249565	-0.13726048183529	no	no	yes	no	MA1602.2	ZSCAN29	ZSCAN29	No	No	No	No	No	No	Yes	No
MA1615.2_Plagl1	MA1615.2_Plagl1	0.354928987090913	1.48239760755658	4.14325037876028	0.544793731159239	0.909943255015049	6.04694484351737e-37	0	1	1	no	no	yes	no	0.487427591029134	-0.597243347022961	-0.366234722130097	-0.347259090962757	no	yes	no	no	MA1615.2	PLAGL1	Plagl1	Yes	No	No	No	No	Yes	No	No
MA1628.2_Zic1::Zic2_TF1	MA1628.2_Zic1::Zic2	1.14365305213864	2.422040040556	2.41246202836958	1.92857314408753	2.42822573389186	6.85055327821544e-265	2.8621833072701e-261	2.0212936004109e-120	5.20711434640409e-265	yes	yes	yes	yes	0.720068987508222	-0.711676006593155	0.892128535627688	0.533370685870614	yes	yes	yes	yes	MA1628.2	ZIC1	Zic1::Zic2	Yes	Yes	No	No	Yes	Yes	Yes	No
MA1631.2_ASCL1	MA1631.2_ASCL1	0.181524608212013	3.89705673302507	5.13958390823569	1.39154007048131	0.555862288854817	0	0	7.82901074626089e-25	1	yes	yes	yes	no	-0.566106570652634	-0.595213845096133	-0.680603214624087	0.296554403619077	yes	yes	yes	no	MA1631.2	ASCL1	ASCL1	Yes	No	Yes	No	No	Yes	No	Yes
MA1632.2_ATF2	MA1632.2_ATF2	0.672525739226565	5.8190009575219	1.692370029929	1.01345632049968	1.05114300705406	0	5.89149102523068e-71	0.905292776618335	0.273180556531072	yes	no	no	no	0.902992705610791	0.877786946332957	0.237078240101484	0.914591327130298	yes	no	no	no	MA1632.2	NA	ATF2	Yes	No	No	No	Yes	No	No	No
MA1633.2_BACH1	MA1633.2_BACH1	0.535483028408263	7.28622396706352	2.05712613041936	1.70702715204505	0.881886212350853	0	9.59069395859136e-154	5.3446944814125e-73	1	yes	yes	yes	no	0.65603946175251	0.319208381232521	0.508206381585318	0.63406965155166	yes	no	yes	no	MA1633.2	BACH1	BACH1	Yes	Yes	No	Yes	Yes	No	Yes	No
MA1639.2_MEIS1	MA1639.2_MEIS1	0.583595548499176	7.3111886615809	2.23506059345121	1.02389044141932	1.43139987857434	0	2.12678651536698e-204	0.658189988155553	3.77181953093846e-29	yes	no	yes	yes	0.894170710892518	0.769457445382124	0.906990949175379	0.918101820026726	yes	yes	no	yes	MA1639.2	MEIS1	MEIS1	Yes	No	No	No	Yes	No	Yes	No
MA1640.2_MEIS2	MA1640.2_MEIS2	1.80647138964028	5.33607712217785	1.61976624688245	0.832341370627304	0.615636105869747	0	5.43024275479917e-58	1	1	yes	no	no	no	0.938111636107668	0.655845326599622	0.635266339545924	-0.636760328955361	yes	no	no	no	MA1640.2	MEIS2	MEIS2	Yes	No	No	No	Yes	No	No	No
MA1642.2_NEUROG2	MA1642.2_NEUROG2	0.264000020286701	6.54597716951348	3.40829306454595	2.74281620479604	0.854351342134473	0	0	0	1	yes	yes	yes	no	0.798914920615453	-0.16130288862613	-0.131913262571738	0.805312838105666	yes	no	no	no	MA1642.2	NEUROG2	NEUROG2	No	No	No	No	Yes	No	No	No
MA1643.2_NFIB	MA1643.2_NFIB	0.157842616322541	2.64588377834357	2.28933244139517	0.896673806662879	0.540085952429811	0	3.79361413485458e-221	1	1	yes	no	yes	no	-0.710224714257843	0.764619497711986	-0.310536545640358	-0.595306941306578	yes	yes	no	no	MA1643.2	NFIB	NFIB	Yes	No	No	No	Yes	Yes	No	No
MA1644.2_NFYC	MA1644.2_NFYC	0.681334099761957	2.16099033253956	2.29019925284223	0.669711472765595	0.972763854666282	8.08906869518695e-183	2.0356104455924e-221	1	1	no	no	yes	no	-0.632565655667089	-0.687866680198353	0.158673350734755	-0.119726006505463	no	yes	no	no	MA1644.2	NFYC	NFYC	Yes	Yes	No	No	No	Yes	No	No
MA1647.3_Prdm4	MA1647.3_Prdm4	0.248497305026036	1.07141612537725	1.04934263095581	1.93883651942455	0.344294033345556	0.0261830882723308	0.0960209128908268	7.23006314958095e-123	1	no	yes	no	no	0.139955805328494	-0.415952483085644	0.732925254972886	-0.424154162697194	no	no	yes	no	MA1647.3	PRDM4	Prdm4	No	No	No	No	No	No	Yes	No
MA1648.2_TCF12	MA1648.2_TCF12	0.806115910622796	2.8633568724107	5.59242262712694	1.91088063673295	0.717042419620827	0	0	3.14513224484533e-116	1	yes	yes	yes	no	-0.509334353301959	-0.845624754572854	-0.70579636896224	-0.406292404913694	yes	yes	yes	no	MA1648.2	TCF12	TCF12	No	No	No	No	No	Yes	No	Yes
MA1649.2_ZBTB12	MA1649.2_ZBTB12	0.162820371160267	1.84626119787544	1.85109515094885	0.867975746646042	0.960937633579605	1.5110677427549e-102	2.07935049944716e-103	1	1	no	no	yes	no	0.332444519102636	-0.655914216004018	0.522017591685933	-0.748490418582923	no	yes	no	no	MA1649.2	ZBTB12	ZBTB12	No	No	No	No	No	Yes	No	No
MA1652.2_ZKSCAN5	MA1652.2_ZKSCAN5	0.204773206186712	2.14506638339507	1.07843150723116	1.49314195387666	1.13142066353408	2.93364966182467e-178	0.0172181501031943	9.58234103422028e-38	0.000708151675713191	no	yes	no	yes	0.703452403793474	0.0766381524851686	0.58205803106325	0.347524475286074	no	no	yes	no	MA1652.2	ZKSCAN5	ZKSCAN5	No	No	No	No	No	No	Yes	No
MA1653.2_ZNF148	MA1653.2_ZNF148	0.568854621273038	1.96042245821743	2.06347349544907	0.921205295601462	1.5090774748794	3.0467954855078e-129	1.94416289128504e-155	1	1.76655363238965e-39	no	no	yes	yes	-0.638093911015643	-0.873476198845463	0.637007011546146	0.935713263732477	no	yes	no	yes	MA1653.2	ZNF148	ZNF148	No	No	No	No	No	Yes	Yes	No
